psid,pid,study1,dpIssue,dpCondition,newsArticle,collaborationCondition2,pretest1,pretest1ind,collaborationCondition,random,result.score,representativeName,representativeLastName,representativeParty,representativeOppositionParty,representativePartyName,representativeState,representativeDistrict,attack,goodComplete,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q32,Q33_1,Q33_2,Q33_3,Q33_4,Q34_1,Q34_2,Q34_3,Q34_4,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_1,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82_1,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98_1,Q99,Q100,Q101,Q102,Q103_1,Q103_2,Q103_3,Q103_4,Q103_5,Q103_6,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121_1,Q122,Q123,Q124,LocationLatitude,LocationLongitude,LocationAccuracy
kpNgzR0iscHEeeuO_ycZZA**,,2,2,3,2,2,3,1,2,1,,,,,,,,,,,1,1,66,1,2,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.16369629,-149.9916992,-1
kpNgzR0iscEz-YbmWoAeIQ**,,1,2,3,3,1,2,1,2,4,,,,,,,,,,,1,2,5,1,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55380249,-77.46029663,-1
kpNgzR0iscEhqbtz1498jg**,,1,1,2,3,4,3,2,4,3,,,,,,,,,,,2,4,46,1,7,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.76330566,-95.36329651,-1
kpNgzR0iscH_YEmWEn5bEQ**,,2,1,2,2,1,2,1,1,2,,Lloyd Doggett,Doggett,D,Republican,Democratic,TX,35,for being too conservative,1,1,1,25,1,4,3,3,1,,,,2,2,1,63,40,43,45,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,78742,0,1,1,,,,89,1,1,1,6,,1,15,rttdjykho8ilkp-0opoi0[p9oipibingu hguj guyg 7tyd tugrd ti yh uouh I uuotrerfexctzedffgm  j I uikuh jj hyd reg dfyrhtd tgrff yhb,1,,1,1,2,3,3,51,6,6,6,6,5,5,4,6,6,6,1,1,,1,,1,2,2,1,1,,,1,,,,2,59,11,16,16,30.20120239,-85.67220306,-1
kpNgzR0iscHTubAwO8C-rw**,,2,1,2,1,4,2,1,4,4,,Kristi Noem,Noem,R,Democrat,Republican,SD,At-Large,for being too conservative,1,1,1,25,1,6,2,2,1,,,,2,2,1,62,50,63,81,4,3,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,57078,2211,1,,,,1,81,2,2,2,7,,3,13,I appreciate her effort but think she could do more.,1,,1,1,4,4,4,0,6,6,6,8,6,5,4,7,4,5,1,1,1,,,1,3,4,1,1,,,1,,,,2,52,12,16,17,42.93589783,-97.44049835,-1
kpNgzR0iscFAUcSJHdbGfA**,,2,2,2,1,3,3,1,4,1,,,,,,,,,,,2,1,32,1,7,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.13989258,-79.26650238,-1
kpNgzR0iscFnrxXn2FltHg**,,2,1,3,2,2,2,2,4,5,,,,,,,,,,,1,1,16,1,1,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.18330383,-80.64230347,-1
kpNgzR0iscHo07UGy4_x8Q**,,1,1,3,1,4,2,1,1,5,2,Justin Amash,Amash,R,Democrat,Republican,MI,3,for being too conservative,1,2,1,14,1,9,4,4,2,,2,2,,2,1,90,52,52,91,5,5,5,5,5,5,5,1,1,1,1,6.18,6.18,13.128,1,safari,1,1.819,1.819,6.429,1,galaxy,1,2.572,2.572,30.016,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,49546,6780,1,1,,,,9,83,2,2,2,14,"nice, compassionate",1,,,1,,,,6,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.56900024,-104.8582001,-1
kpNgzR0iscE3R3OLnqOZrQ**,,2,1,1,2,2,1,1,3,1,,Keith Rothfus,Rothfus,R,Democrat,Republican,PA,12,for being too conservative,1,2,3,10,1,3,3,2,2,,2,2,,1,1,82,92,71,97,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,15902,2847,1,,,1,,62,3,2,2,3,8,3,13,THAT HE SAYS HE WILL FIGHT SOPEOPLE CAN MAKE JOBS BUT HE DOESNT TRY HARD EBOUGH,1,,1,1,3,2,1,63,6,6,6,7,7,7,5,5,6,5,1,1,,1,,1,4,3,1,1,,1,,,,,2,60,11,17,16,40.29229736,-78.98339844,-1
kpNgzR0iscE2I32uBnze1A**,,2,2,3,3,4,2,1,4,2,,John Carney,Carney,D,Republican,Democratic,DE,At-Large,for being too conservative,1,2,1,41,1,5,4,4,1,,,,2,1,7,69,39,69,70,4,3,4,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,19806,3201,1,,,,1,59,3,2,3,6,,3,12,capable and active politician,1,1,,1,3,3,3,49,6,6,6,6,5,4,5,7,6,6,1,1,,,1,1,3,2,1,1,,,1,,,,3,49,11,16,16,39.81599426,-75.50450134,-1
kpNgzR0iscG33B2mv2q-EQ**,,2,2,2,2,4,2,2,2,4,,Elijah Cummings,Cummings,D,Republican,Democratic,MD,7,for being too conservative,1,2,1,28,1,9,5,6,1,,,,1,1,2,70,9,70,97,5,1,2,1,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,21117,1111,1,,1,,,49,4,4,3,9,10,4,12,ok,1,1,,1,4,4,4,0,6,6,4,6,4,4,4,8,6,7,1,1,,1,,2,2,2,1,1,,,1,,,,2,71,12,17,17,39.43699646,-76.78179932,-1
kpNgzR0iscF0zlu426iAxw**,,2,2,2,3,1,3,2,3,4,,,,,,,,,,,2,1,11,1,6,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.39129639,-86.45469666,-1
kpNgzR0iscGGLutHYoZXGw**,,1,2,2,1,1,1,2,1,3,,,,,,,,,,,2,1,32,1,1,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.17179871,-86.49040222,-1
kpNgzR0iscGPBxernjLtIg**,,1,1,1,3,4,1,1,4,5,,,,,,,,,,,2,1,49,1,1,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.96910095,-74.9618988,-1
kpNgzR0iscEs1k8P4fW1Nw**,,1,2,2,3,3,3,2,3,5,0,Lois Capps,Capps,D,Republican,Democratic,CA,24,for being too conservative,1,1,1,60,1,1,3,2,2,,1,1,,1,7,90,84,3,14,4,1,2,1,2,4,5,1,1,1,1,0,0,30.032,0,,1,11.522,11.522,30.005,1,,1,16.558,16.558,30.03,1,islam,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,93002,873,1,1,,,14,,7,7,5,4,10,a real putz,1,,,,,1,,,6,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.28630066,-119.2266998,-1
kpNgzR0iscGkgx6HhOBnTg**,,1,1,2,1,3,3,1,4,5,2,Ted Poe,Poe,R,Democrat,Republican,TX,2,for being too conservative,1,2,1,42,1,6,2,1,2,,1,2,,1,1,71,100,0,91,3,3,3,3,3,3,5,1,1,1,1,4.069,9.83,19.083,2,safari,1,2.385,5.718,7.332,2,galaxy,1,4.103,4.103,26.061,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,1,77269,882,1,1,,,7,,100,1,1,1,9,Best politician for our district.,1,,1,,,,,7,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9611969,-95.49819946,-1
kpNgzR0iscGWKnEdgH3V5w**,,2,2,2,1,3,1,1,4,5,,Steven Horsford,Horsford,D,Republican,Democratic,NV,4,for being too conservative,1,1,1,36,1,4,5,4,2,,2,2,,2,1,95,94,43,100,5,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,89084,0,1,,,,1,10,6,5,5,,,6,10,he has let down North Las Vegas and bankruptcy he did nothing to protect the people he gets paid by.,1,1,,1,4,2,3,2,6,6,6,6,4,4,5,6,6,7,1,1,1,,,2,4,2,1,1,,1,,,,,3,50,11,13,14,36.30589294,-115.2471008,-1
kpNgzR0iscFGQeUlhiylNQ**,,2,2,3,2,1,1,1,3,5,,,,,,,,,,,1,3,40,1,8,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.96679688,-121.7662048,-1
kpNgzR0iscF46vziIrV0Iw**,,1,1,1,2,2,1,2,3,3,2,William Owens,Owens,D,Republican,Democratic,NY,21,for being too conservative,1,2,1,34,1,6,5,5,1,,,,2,2,1,71,20,50,82,5,1,5,1,4,5,5,1,1,1,1,4.194,4.194,8.948,1,Safari,1,2.405,2.405,6.362,1,Galaxy,1,2.954,2.954,30.022,1,,1,1,11.963,11.963,13.735,1,1,1,1,,1,,,,,The person seems less like me because they are republican,,2,It doesn't matter who I didn't choose someone is always going to feel left out.,1,1,,,,,,,,,1,1,12801,3046,1,1,,5,,,71,2,2,3,12,Honestly I haven't really followed what he has done so I can't really say I have strong or negative feelings.,1,1,,,,,,3,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.35229492,-73.68979645,-1
kpNgzR0iscEZujQmQPfZVQ**,,1,1,1,1,3,3,2,4,3,,,,,,,,,,,2,1,51,1,1,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.48179626,-122.6004944,-1
kpNgzR0iscGWfXM3KoPqmw**,,2,1,3,3,2,3,2,2,5,,Tom McClintock,McClintock,R,Democrat,Republican,CA,4,for being too conservative,1,1,1,49,1,8,5,4,1,,,,1,2,1,100,71,80,72,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,93619,8022,1,,1,,,76,4,4,3,6,9,3,13,He is attempting to get the burnt tree from the fir in Yosemite fast tracked to be havested.  Lets seee the results of this bill then I have a better opionion of Mr McClintock,1,,1,1,3,4,4,0,6,6,6,7,7,6,6,6,4,4,1,1,,,1,2,2,1,1,1,,,,,1,,2,67,12,17,17,36.811203,-119.7128983,-1
kpNgzR0iscGFn0600EDIIg**,,1,2,2,1,3,1,2,2,4,2,Robert Latta,Latta,R,Democrat,Republican,OH,5,for being too conservative,1,2,1,57,1,7,2,2,2,,2,2,,2,1,52,70,10,38,4,1,4,3,4,4,5,1,1,1,1,15.285,24.383,24.89,2,safari,1,3.821,3.821,9.051,1,galaxy,1,7.408,7.408,26.848,1,,1,1,0,0,13.792,0,1,,,,,1,1,1,,,No particular reason,2,I'm satisfied with the selection,1,1,,,,,,,,,1,1,44830,1774,1,1,,,5,,38,4,4,4,12,I have been rather unhappy at a few incidents of how Mr. Latta has voted on issues ,1,,,,,1,,,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.12449646,-83.12120056,-1
kpNgzR0iscHF_-dw1fW_-g**,,1,2,3,3,1,1,2,1,3,0,Edward Royce,Royce,R,Democrat,Republican,CA,39,for being too conservative,1,2,4,33,1,8,5,1,2,,1,2,,2,1,29,100,22,46,3,3,3,3,3,4,4,1,1,1,1,4.903,4.903,9.157,1,africa,1,6.513,22.657,27.664,2,,1,9.826,29.593,30.001,4,no ideaa,1,1,0,0,12.087,0,1,,,,,1,1,1,,,I just want varieties of people and see what happen.,2,I thought I can choose my group. I will leave it at that.,1,1,,,,,,,,,1,1,90621,1647,1,1,9,,,,95,2,2,2,14,I believe that he is doing his very best to obtain good decision and results. He has been re-elected a few time so there you go people like what he does for the county.,1,,,,,,1,,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.87550354,-117.9934998,-1
kpNgzR0iscFBzc4oti717A**,,2,2,1,1,4,1,1,1,2,,Rosa DeLauro,DeLauro,D,Republican,Democratic,CT,3,for being too conservative,1,2,1,43,1,2,3,2,1,,,,2,1,1,73,29,29,41,4,3,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6512,2387,1,1,,,,19,6,5,4,6,,5,11,time to let someone else ,1,,1,1,2,3,2,49,7,6,6,6,6,7,7,6,7,6,1,1,1,,,1,3,2,1,1,1,,,,,,4,39,11,17,16,41.33869934,-72.69069672,-1
kpNgzR0iscERLpYRP6ZFvQ**,,1,1,2,3,3,3,1,4,1,2,,,,Republican,,,,for being too conservative,1,2,1,17,1,3,5,2,2,,1,2,,2,1,76,66,45,46,3,3,3,3,3,4,4,1,1,1,1,18.093,18.093,21.471,1,Safari,1,9.149,9.149,14.501,1,Galaxy,1,0,0,30.08,0,,1,1,0,0,11.189,0,1,1,,1,1,,,,,Chose married,,2,,1,1,,,,,,,,,1,1,49328,9479,1,1,,,9,,50,4,3,3,12,"Unsure, don't know enough",1,,1,,,,,4,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.48249817,-85.5786972,-1
kpNgzR0iscEXaWhBDGPEtg**,,2,1,3,2,3,1,2,2,3,,Patrick McHenry,McHenry,R,Democrat,Republican,NC,10,for being too conservative,1,1,1,25,1,1,3,4,1,,,,1,2,1,100,12,100,100,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,28073,0,1,,1,,,41,3,2,3,11,11,3,12,I do not like the fact he is a republican but do like he is willing to help the democrats,1,,1,1,3,2,1,100,7,7,7,6,4,6,4,7,6,4,1,1,,1,,2,1,1,1,1,1,,,,,,3,100,11,17,18,35.36250305,-81.57409668,-1
kpNgzR0iscEaj26ROZECyA**,,2,1,2,2,1,2,1,4,2,,Michael Doyle,Doyle,D,Republican,Democratic,PA,14,for being too conservative,1,1,2,23,1,2,5,7,1,,,,1,1,1,95,10,86,75,2,3,3,2,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,15206,276,1,,,,1,73,3,2,2,5,,1,14,he gets the job done,1,,1,1,2,1,2,70,5,7,7,7,6,6,7,6,7,7,1,1,,1,,1,3,2,1,1,,,1,,,,3,55,12,16,17,40.42419434,-79.89129639,-1
kpNgzR0iscGvhuISi1tV6w**,,2,1,2,1,1,2,1,4,2,,Joyce Beatty,Beatty,D,Republican,Democratic,OH,3,for being too conservative,1,1,1,31,1,9,5,4,3,3,,,,1,1,86,10,10,60,4,2,4,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,43224,2658,1,,,,1,20,5,4,4,1,,6,10,She is a typical politican. Very partisan and not in touch with the majority,1,,1,1,4,4,4,0,6,6,5,7,4,4,4,7,4,4,1,1,1,,,2,1,1,1,1,,,1,,,,3,10,11,16,16,40.04190063,-82.96140289,-1
kpNgzR0iscExGlKLDm0eQQ**,,1,1,1,3,4,3,1,4,1,2,Ra̼l Labrador,Labrador,R,Democrat,Republican,ID,1,for being too conservative,1,1,1,43,1,5,4,2,2,,2,2,,2,1,75,36,12,60,3,1,3,2,3,3,4,1,1,1,1,17.211,17.211,22.825,1,Safari,1,3.958,3.958,11.043,1,Galaxy,1,0,0,30.009,0,,1,1,0,0,29.75,0,1,1,1,1,,,,,,Seemed like best choice were the first three.,,2,Don't want to appear to be uncertain. Make a decision and stick to it!,1,1,,,,,,,,,1,1,83543,264,1,1,,,,14,60,3,3,3,12,"He has done some things I have agreed with, but some I did not like.",1,1,,,,,,5,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.65969849,-117.4291,-1
kpNgzR0iscGstwkaKCF3lQ**,,1,1,1,3,3,3,1,2,4,2,Suzanne Bonamici,Bonamici,D,Republican,Democratic,OR,1,for being too conservative,1,2,3,46,1,1,2,1,2,,1,2,,1,1,100,80,50,50,5,5,5,5,5,5,5,1,1,1,1,6.165,13.608,17.679,2,safari,1,1.512,9.524,15.084,2,galaxy,1,1.772,1.772,30.009,1,,1,1,0,0,22.556,0,1,1,1,1,,,,,,becasue of her political affiliation,,2,I could not select all 4 people only 3. someone had to be excluded.,1,1,,,,,,,,,1,1,97224,1947,1,1,,,4,,51,6,4,3,12,I have not heard much about her to judge her one way or another.,1,1,,,,,,5,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.40490723,-122.7980042,-1
kpNgzR0iscHnW-bX9-v0hQ**,,2,1,2,1,3,1,1,4,2,,Tim Griffin,Griffin,R,Democrat,Republican,AR,2,for being too conservative,1,2,1,3,1,1,3,3,2,,1,2,,1,1,80,59,60,39,3,3,2,2,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,72201,3232,1,,,,1,50,2,2,2,8,,2,13,"He hasn't done anything to make people too upset, or so I've heard. ",1,1,,1,3,2,2,20,7,7,6,6,5,4,5,7,7,5,1,1,1,,,2,1,2,1,1,,1,,,,,3,40,11,17,14,35.95429993,-93.97949982,-1
kpNgzR0iscGSlE1Vl7zfxw**,,1,1,1,1,3,1,1,4,5,3,Earl Blumenauer,Blumenauer,D,Republican,Democratic,OR,3,for being too conservative,1,2,1,20,1,4,5,7,1,,,,2,2,6,60,60,60,70,3,5,5,4,4,4,5,1,1,1,1,1.93,1.93,8.769,1,SAFARI,1,1.36,1.36,4.926,1,GALAXY,1,1.156,1.156,17.067,1,LACTOSE,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,97214,1979,1,1,,,7,,100,1,1,1,14,"HE IS VERY LIBERAL LIKE MYSELF AND MANY OF THE OTHER PEOPLE IN HIS DISTRICT, AND HE REPRESENTS US WELL. HE IS A LITTLE QUIRKY.",1,1,,,,,,2,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5144043,-122.6432953,-1
kpNgzR0iscHp6TK0wtiKZw**,,2,1,3,1,2,3,2,2,2,,Jack Kingston,Kingston,R,Democrat,Republican,GA,1,for being too conservative,1,1,1,43,1,9,8,3,2,,1,2,,2,1,80,76,19,92,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31520,8569,1,,1,,,20,5,4,4,5,6,5,10,He has been in Congress for nearly 30 years and n\has not made a single ripple in the Congressional pond.  He is a wallflower,1,1,,1,4,4,4,1,4,4,5,5,4,4,4,7,4,4,1,1,1,,,2,1,1,1,1,,,,,,1,1,81,13,19,19,32.08349609,-81.09980011,-1
kpNgzR0iscEdUSRaGUBIqQ**,,1,2,1,3,1,3,1,4,3,2,Katherine Clark,Clark,D,Republican,Democratic,MA,5,for being too conservative,1,1,1,29,1,6,6,5,1,,,,1,2,7,100,0,100,100,5,1,5,1,5,5,5,1,1,1,1,4.823,17.895,29.549,2,safari,1,3.266,3.266,10.304,1,galaxy,1,0,0,12.072,0,,1,1,0,0,8.152,0,1,,,,,1,1,,1,,Republican - bad news,2,I want only the people I picked,1,1,,,,,,,,,1,1,1760,3508,1,1,7,,,,100,1,1,1,15,She is a person of integrity.,1,,,,1,,,,7,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.27879333,-71.4434967,-1
kpNgzR0iscFdeDYkOY7AmA**,,2,2,1,1,2,2,2,1,5,,Steve Stivers,Stivers,R,Democrat,Republican,OH,15,for being too conservative,1,2,1,39,1,1,2,7,3,3,,,,2,1,63,0,55,74,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,43113,1829,1,1,,,,1,7,5,5,11,,7,9,don't trust him,1,,1,1,4,4,4,0,4,4,4,8,4,4,4,8,4,8,1,1,1,,,2,1,1,1,1,,,,1,,,2,43,12,17,18,39.59289551,-82.8911972,-1
kpNgzR0iscGDY1irb7d0tA**,,1,1,2,1,3,1,2,4,3,3,Xavier Becerra,Becerra,D,Republican,Democratic,CA,34,for being too conservative,1,2,1,27,1,2,3,6,1,,,,1,1,6,70,20,83,85,5,3,5,3,5,3,5,1,1,1,1,5.389,5.389,12.14,1,Safari,1,3.143,3.143,9.143,1,Galaxy,1,4.722,4.722,22.189,1,Lactose,1,1,0,0,7.402,0,1,1,1,,1,,,,,Only difference was political affiliation,,2,Someone has to be excluded per the instructions,1,1,,,,,,,,,1,1,90033,3926,1,1,,,4,,84,2,3,3,12,I have no strong feelings either way,1,,1,,,,,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04980469,-118.2111053,-1
kpNgzR0iscGhy2Zlq30gdg**,,1,2,3,2,4,1,1,3,3,3,Greg Walden,Walden,R,Democrat,Republican,OR,2,for being too conservative,1,1,1,21,1,9,3,1,2,,1,1,,2,1,50,60,0,50,5,1,5,1,4,5,5,1,1,1,1,5.167,5.167,12.129,1,safari,1,7.795,7.795,11.054,1,galaxy,1,0.677,0.677,8.057,1,lactose,1,1,0,0,14.268,0,1,,,,,1,1,1,,,she's a democrat,2,then the other person would feel left out. Someone has to be left out why change,1,1,,,,,,,,,1,1,97702,2498,1,1,,,,7,90,1,1,2,14,"honest, has done good things in the past",1,,,,,,1,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.07440186,-121.2574005,-1
kpNgzR0iscFfbF0OiDY4aQ**,,2,2,2,2,3,1,2,4,2,,Douglas Lamborn,Lamborn,R,Democrat,Republican,CO,5,for being too conservative,1,1,1,10,1,1,4,1,3,3,,,,2,1,70,10,10,75,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,80905,4449,1,,,,1,10,7,4,4,5,,2,10,"He's certainly a neo-conservative in terms of the policies and legislation he endorses, which I don't care for. I also don't care for his demeanor whenever I hear or see him publicly.",1,1,,1,2,2,2,0,8,8,7,5,5,5,5,8,7,7,1,1,,1,,1,2,2,1,1,,1,,,,,3,10,11,17,13,38.84170532,-104.8332977,-1
